,index,Date,Day,Comp,Round,Venue,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Name,Season,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon,WDL,GoalsTeams,Team Score,Opp Score,CS,Was Home,GW
1440,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Bournemouth,Tottenham,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,54.0,2.0,0,2.0,0.0,0.0,0.0,2.0,0.0,32.0,46.0,69.6,2.0,28.0,2.0,2.0,2.0,Match Report,Milos-Kerkez,2023-24,,,,,,,,,L,0–2,0,2,0.0,1.0,3
1442,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Bournemouth,Brentford,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,47.0,5.0,0,0.0,0.0,0.0,0.0,2.0,1.0,23.0,34.0,67.6,0.0,19.0,1.0,0.0,0.0,Match Report,Milos-Kerkez,2023-24,,,,,,,,,D,2–2,2,2,0.0,0.0,4
1443,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,Liverpool,Chelsea,Y,RW,76.0,0.0,1.0,0,0,3,0,0,0,29,1,0,1,0.3,0.3,0.5,3,1,18,23,78.3,3,21,2,0,0,Match Report,Mohamed-Salah,2023-24,,,,,,,,,D,1–1,1,1,0.0,0.0,1
1444,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Liverpool,Bournemouth,Y,"RW,FW",85.0,1.0,0.0,0,1,4,2,0,0,44,1,0,1,1.2,0.3,0.0,3,1,28,33,84.8,4,30,2,3,0,Match Report,Mohamed-Salah,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,2
1445,2,2023-08-27,Sun,Premier League,Matchweek 3,Away,Liverpool,Newcastle Utd,Y,"FW,RW,RM",90.0,0.0,1.0,0,0,2,1,0,0,36,1,1,0,0.2,0.2,0.4,4,2,23,24,95.8,1,28,1,5,3,Match Report,Mohamed-Salah,2023-24,,,,,,,,,W,2–1,2,1,0.0,0.0,3
1446,3,2023-09-03,Sun,Premier League,Matchweek 4,Home,Liverpool,Aston Villa,Y,RW,90.0,1.0,0.0,0,0,4,3,0,0,40,2,0,0,0.8,0.8,0.4,5,0,22,27,81.5,4,24,3,3,0,Match Report,Mohamed-Salah,2023-24,,,,,,,,,W,3–0,3,0,1.0,1.0,4
1447,0,2023-08-20,Sun,Premier League,Matchweek 2,Away,Chelsea,West Ham,N,CM,30.0,0.0,0.0,0,0,1,0,0,0,46.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,39.0,84.6,5.0,29.0,1.0,2.0,1.0,Match Report,Moises-Caicedo,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,2
1448,1,2023-08-25,Fri,Premier League,Matchweek 3,Home,Chelsea,Luton Town,Y,"DM,CM",90.0,0.0,0.0,0,0,0,0,0,0,70.0,2.0,1,3.0,0.0,0.0,0.0,1.0,1.0,60.0,62.0,96.8,5.0,40.0,0.0,0.0,0.0,Match Report,Moises-Caicedo,2023-24,,,,,,,,,W,3–0,3,0,1.0,1.0,3
1450,3,2023-09-02,Sat,Premier League,Matchweek 4,Home,Chelsea,Nott'ham Forest,Y,"CM,DM",76.0,0.0,0.0,0,0,1,0,0,0,69.0,3.0,0,0.0,0.1,0.1,0.0,5.0,0.0,53.0,59.0,89.8,9.0,48.0,1.0,2.0,1.0,Match Report,Moises-Caicedo,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,4
1451,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Nott'ham Forest,Arsenal,Y,"LW,LM",90.0,0.0,0.0,0,0,1,0,0,0,34.0,1.0,1,0.0,0.1,0.1,0.2,1.0,0.0,12.0,20.0,60.0,2.0,19.0,2.0,7.0,3.0,Match Report,Morgan-Gibbs-White,2023-24,,,,,,,,,L,1–2,1,2,0.0,0.0,1
1452,1,2023-08-18,Fri,Premier League,Matchweek 2,Home,Nott'ham Forest,Sheffield Utd,Y,"LW,AM",90.0,0.0,0.0,0,0,2,1,0,0,62.0,2.0,0,0.0,0.1,0.1,0.3,10.0,0.0,34.0,51.0,66.7,10.0,41.0,4.0,7.0,3.0,Match Report,Morgan-Gibbs-White,2023-24,,,,,,,,,W,2–1,2,1,0.0,1.0,2
1453,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Nott'ham Forest,Manchester Utd,Y,AM,90.0,0.0,1.0,0,0,2,0,1,0,50.0,0.0,3,0.0,0.3,0.3,0.7,5.0,1.0,25.0,38.0,65.8,2.0,21.0,2.0,4.0,1.0,Match Report,Morgan-Gibbs-White,2023-24,,,,,,,,,L,2–3,2,3,0.0,0.0,3
1455,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Nott'ham Forest,Chelsea,Y,AM,90.0,0.0,0.0,0,0,0,0,0,0,37.0,2.0,1,1.0,0.0,0.0,0.0,2.0,0.0,14.0,24.0,58.3,0.0,14.0,1.0,2.0,1.0,Match Report,Morgan-Gibbs-White,2023-24,,,,,,,,,W,1–0,1,0,1.0,0.0,4
1456,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Aston Villa,Newcastle Utd,Y,"AM,FW,RW",86.0,1.0,0.0,0,0,3,2,0,0,30,1,0,0,0.3,0.3,0.3,4,0,21,24,87.5,5,21,5,2,2,Match Report,Moussa-Diaby,2023-24,,,,,,,,,L,1–5,1,5,0.0,0.0,1
1457,1,2023-08-20,Sun,Premier League,Matchweek 2,Home,Aston Villa,Everton,Y,AM,63.0,0.0,0.0,0,0,3,2,0,0,33,0,0,1,0.3,0.3,0.4,3,1,17,20,85.0,3,24,3,2,0,Match Report,Moussa-Diaby,2023-24,,,,,,,,,W,4–0,4,0,1.0,1.0,2
1459,3,2023-08-27,Sun,Premier League,Matchweek 3,Away,Aston Villa,Burnley,Y,AM,72.0,1.0,1.0,0,0,2,1,0,0,32,0,0,0,0.2,0.2,0.7,2,1,22,25,88.0,1,15,2,1,1,Match Report,Moussa-Diaby,2023-24,,,,,,,,,W,3–1,3,1,0.0,0.0,3
1461,5,2023-09-03,Sun,Premier League,Matchweek 4,Away,Aston Villa,Liverpool,Y,FW,90.0,0.0,0.0,0,0,1,0,0,0,29,0,1,0,0.1,0.1,0.1,2,0,18,21,85.7,3,13,2,5,1,Match Report,Moussa-Diaby,2023-24,,,,,,,,,L,0–3,0,3,0.0,0.0,4
1462,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Nott'ham Forest,Arsenal,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Moussa-Niakhate,2023-24,,,,,,,,,L,1–2,1,2,0.0,0.0,1
1464,2,2023-08-18,Fri,Premier League,Matchweek 2,Home,Nott'ham Forest,Sheffield Utd,N,RW,1.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Match Report,Moussa-Niakhate,2023-24,,,,,,,,,W,2–1,2,1,0.0,1.0,2
1465,3,2023-08-26,Sat,Premier League,Matchweek 3,Away,Nott'ham Forest,Manchester Utd,N,CB,34.0,0.0,0.0,0,0,0,0,0,0,11,0,0,1,0.0,0.0,0.0,0,0,8,11,72.7,1,8,0,0,0,Match Report,Moussa-Niakhate,2023-24,,,,,,,,,L,2–3,2,3,0.0,0.0,3
1467,5,2023-09-02,Sat,Premier League,Matchweek 4,Away,Nott'ham Forest,Chelsea,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Moussa-Niakhate,2023-24,,,,,,,,,W,1–0,1,0,1.0,0.0,4
1468,0,2023-08-13,Sun,Premier League,Matchweek 1,Home,Chelsea,Liverpool,N,"AM,LW",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,62.5,0.0,7.0,1.0,2.0,2.0,Match Report,Mykhailo-Mudryk,2023-24,,,,,,,,,D,1–1,1,1,0.0,1.0,1
1469,1,2023-08-20,Sun,Premier League,Matchweek 2,Away,Chelsea,West Ham,N,"WB,AM",45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.1,0.1,0.1,2.0,0.0,16.0,25.0,64.0,1.0,21.0,4.0,2.0,0.0,Match Report,Mykhailo-Mudryk,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,2
1470,3,2023-09-02,Sat,Premier League,Matchweek 4,Home,Chelsea,Nott'ham Forest,N,LW,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,58.3,1.0,11.0,0.0,1.0,0.0,Match Report,Mykhailo-Mudryk,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,4
1471,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Crystal Palace,Sheffield Utd,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Naouirou-Ahamada,2023-24,,,,,,,,,W,1–0,1,0,1.0,0.0,1
1472,1,2023-08-21,Mon,Premier League,Matchweek 2,Home,Crystal Palace,Arsenal,N,LW,17.0,0.0,0.0,0,0,0,0,0,0,19,2,0,0,0.0,0.0,0.0,0,0,15,18,83.3,4,13,2,0,0,Match Report,Naouirou-Ahamada,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,2
1473,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Crystal Palace,Brentford,N,AM,20.0,0.0,0.0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,5,7,71.4,0,6,0,1,1,Match Report,Naouirou-Ahamada,2023-24,,,,,,,,,D,1–1,1,1,0.0,0.0,3
1475,4,2023-09-03,Sun,Premier League,Matchweek 4,Home,Crystal Palace,Wolves,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Naouirou-Ahamada,2023-24,,,,,,,,,W,3–2,3,2,0.0,1.0,4
1476,0,2023-08-11,Fri,Premier League,Matchweek 1,Away,Manchester City,Burnley,Y,CB,78.0,0.0,0.0,0,0,1,0,0,0,79,3,2,0,0.3,0.3,0.0,2,1,65,69,94.2,1,53,1,0,0,Match Report,Nathan-Ake,2023-24,,,,,,,,,W,3–0,3,0,1.0,0.0,1
1478,2,2023-08-19,Sat,Premier League,Matchweek 2,Home,Manchester City,Newcastle Utd,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Nathan-Ake,2023-24,,,,,,,,,W,1–0,1,0,1.0,1.0,2
1479,3,2023-08-27,Sun,Premier League,Matchweek 3,Away,Manchester City,Sheffield Utd,Y,CB,90.0,0.0,0.0,0,0,1,0,0,0,89,1,2,0,0.1,0.1,0.0,2,0,79,81,97.5,4,66,1,0,0,Match Report,Nathan-Ake,2023-24,,,,,,,,,W,2–1,2,1,0.0,0.0,3
1480,4,2023-09-02,Sat,Premier League,Matchweek 4,Home,Manchester City,Fulham,Y,LB,90.0,1.0,0.0,0,0,1,1,0,0,101,2,1,0,0.0,0.0,0.0,0,0,84,96,87.5,6,55,1,0,0,Match Report,Nathan-Ake,2023-24,,,,,,,,,W,5–1,5,1,0.0,1.0,4
1481,0,2023-08-13,Sun,Premier League,Matchweek 1,Home,Brentford,Tottenham,Y,CB,90.0,0.0,0.0,0,0,0,0,0,0,60,2,0,0,0.0,0.0,0.0,1,0,40,49,81.6,0,24,0,1,0,Match Report,Nathan-Collins,2023-24,,,,,,,,,D,2–2,2,2,0.0,1.0,1
1482,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Brentford,Fulham,Y,CB,90.0,0.0,0.0,0,0,1,0,0,0,73,0,0,1,0.1,0.1,0.0,0,0,55,61,90.2,3,51,1,2,2,Match Report,Nathan-Collins,2023-24,,,,,,,,,W,3–0,3,0,1.0,0.0,2
1483,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Brentford,Crystal Palace,Y,CB,90.0,0.0,0.0,0,0,1,0,0,0,77,0,2,0,0.0,0.0,0.0,1,1,66,74,89.2,3,43,0,1,1,Match Report,Nathan-Collins,2023-24,,,,,,,,,D,1–1,1,1,0.0,1.0,3
1485,4,2023-09-02,Sat,Premier League,Matchweek 4,Home,Brentford,Bournemouth,N,CB,10.0,0.0,1.0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.5,1,1,13,18,72.2,1,4,0,0,0,Match Report,Nathan-Collins,2023-24,,,,,,,,,D,2–2,2,2,0.0,1.0,4
1491,5,2023-09-03,Sun,Premier League,Matchweek 4,Away,Wolves,Crystal Palace,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Nathan-Fraser,2023-24,0,0,0,0,0,0,0,0,L,2–3,2,3,0.0,0.0,4
1492,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Everton,Fulham,Y,RB,90.0,0.0,0.0,0,0,3,0,0,0,70.0,2.0,1,2.0,0.3,0.3,0.0,0.0,0.0,32.0,56.0,57.1,2.0,24.0,3.0,1.0,0.0,Match Report,Nathan-Patterson,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,1
1493,1,2023-08-20,Sun,Premier League,Matchweek 2,Away,Everton,Aston Villa,Y,RB,90.0,0.0,0.0,0,0,1,0,1,0,60.0,4.0,1,0.0,0.0,0.0,0.1,2.0,0.0,40.0,52.0,76.9,2.0,32.0,0.0,0.0,0.0,Match Report,Nathan-Patterson,2023-24,,,,,,,,,L,0–4,0,4,0.0,0.0,2
1494,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Everton,Wolves,Y,RB,90.0,0.0,0.0,0,0,0,0,0,0,63.0,6.0,0,0.0,0.0,0.0,0.1,1.0,0.0,37.0,52.0,71.2,3.0,31.0,2.0,1.0,0.0,Match Report,Nathan-Patterson,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,3
1496,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Everton,Sheffield Utd,Y,RB,90.0,0.0,1.0,0,0,0,0,0,0,86.0,1.0,1,4.0,0.0,0.0,0.7,2.0,1.0,57.0,74.0,77.0,5.0,52.0,4.0,3.0,1.0,Match Report,Nathan-Patterson,2023-24,,,,,,,,,D,2–2,2,2,0.0,0.0,4
1497,0,2023-08-11,Fri,Premier League,Matchweek 1,Home,Burnley,Manchester City,N,LM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,Match Report,Nathan-Redmond,2023-24,,,,,,,,,L,0–3,0,3,0.0,1.0,1
1498,2,2023-08-27,Sun,Premier League,Matchweek 3,Home,Burnley,Aston Villa,N,"AM,WB",23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,66.7,0.0,8.0,2.0,0.0,0.0,Match Report,Nathan-Redmond,2023-24,,,,,,,,,L,1–3,1,3,0.0,1.0,3
1500,4,2023-09-02,Sat,Premier League,Matchweek 4,Home,Burnley,Tottenham,N,"RM,AM",31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,4.0,6.0,66.7,0.0,6.0,0.0,0.0,0.0,Match Report,Nathan-Redmond,2023-24,,,,,,,,,L,2–5,2,5,0.0,1.0,4
1501,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Crystal Palace,Sheffield Utd,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Nathaniel-Clyne,2023-24,0,0,0,0,0,0,0,0,W,1–0,1,0,1.0,0.0,1
1502,1,2023-08-21,Mon,Premier League,Matchweek 2,Home,Crystal Palace,Arsenal,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Nathaniel-Clyne,2023-24,0,0,0,0,0,0,0,0,L,0–1,0,1,0.0,1.0,2
1503,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Crystal Palace,Brentford,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Nathaniel-Clyne,2023-24,0,0,0,0,0,0,0,0,D,1–1,1,1,0.0,0.0,3
1505,4,2023-09-03,Sun,Premier League,Matchweek 4,Home,Crystal Palace,Wolves,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Nathaniel-Clyne,2023-24,0,0,0,0,0,0,0,0,W,3–2,3,2,0.0,1.0,4
1506,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,West Ham,Bournemouth,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,29.0,75.9,3.0,12.0,0.0,0.0,0.0,Match Report,Nayef-Aguerd,2023-24,,,,,,,,,D,1–1,1,1,0.0,0.0,1
1507,1,2023-08-20,Sun,Premier League,Matchweek 2,Home,West Ham,Chelsea,Y,CB,66.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,36.0,1.0,3.0,2.0,0.1,0.1,0.0,0.0,0.0,16.0,24.0,66.7,0.0,19.0,0.0,0.0,0.0,Match Report,Nayef-Aguerd,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,2
1508,3,2023-09-01,Fri,Premier League,Matchweek 4,Away,West Ham,Luton Town,Y,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,68.0,77.0,88.3,5.0,54.0,1.0,0.0,0.0,Match Report,Nayef-Aguerd,2023-24,,,,,,,,,W,2–1,2,1,0.0,0.0,4
1509,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Everton,Fulham,Y,FW,71.0,0.0,0.0,0,0,4,3,0,0,19,0,0,1,1.3,1.3,0.1,2,0,8,9,88.9,0,9,1,0,0,Match Report,Neal-Maupay,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,1
1510,1,2023-08-20,Sun,Premier League,Matchweek 2,Away,Everton,Aston Villa,N,FW,40.0,0.0,0.0,0,0,1,1,0,0,21,0,0,1,0.1,0.1,0.0,1,0,14,17,82.4,0,11,0,0,0,Match Report,Neal-Maupay,2023-24,,,,,,,,,L,0–4,0,4,0.0,0.0,2
1511,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Everton,Wolves,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Neal-Maupay,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,3
1513,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Nott'ham Forest,Arsenal,N,"LM,LB",19.0,0.0,0.0,0,0,0,0,0,0,7,0,2,1,0.0,0.0,0.0,1,0,3,5,60.0,1,5,1,1,1,Match Report,Neco-Williams,2023-24,,,,,,,,,L,1–2,1,2,0.0,0.0,1
1514,1,2023-08-18,Fri,Premier League,Matchweek 2,Home,Nott'ham Forest,Sheffield Utd,Y,"LM,LB",90.0,0.0,0.0,0,0,1,0,0,0,58,4,4,2,0.0,0.0,0.0,1,0,25,37,67.6,1,24,0,6,0,Match Report,Neco-Williams,2023-24,,,,,,,,,W,2–1,2,1,0.0,1.0,2
1515,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Nott'ham Forest,Manchester Utd,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Neco-Williams,2023-24,,,,,,,,,L,2–3,2,3,0.0,0.0,3
1517,0,2023-08-14,Mon,Premier League,Matchweek 1,Away,Wolves,Manchester Utd,Y,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,4.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,44.0,51.0,86.3,4.0,41.0,4.0,3.0,1.0,Match Report,Nelson-Semedo,2023-24,,,,,,,,,L,0–1,0,1,0.0,0.0,1
1518,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Wolves,Brighton,Y,RB,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,43.0,52.0,82.7,5.0,36.0,1.0,1.0,1.0,Match Report,Nelson-Semedo,2023-24,,,,,,,,,L,1–4,1,4,0.0,1.0,2
1519,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Wolves,Everton,Y,RB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,77.0,85.7,8.0,58.0,1.0,4.0,1.0,Match Report,Nelson-Semedo,2023-24,,,,,,,,,W,1–0,1,0,1.0,0.0,3
1520,4,2023-09-03,Sun,Premier League,Matchweek 4,Away,Wolves,Crystal Palace,Y,RB,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,76.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,47.0,61.0,77.0,6.0,29.0,2.0,2.0,1.0,Match Report,Nelson-Semedo,2023-24,,,,,,,,,L,2–3,2,3,0.0,0.0,4
1521,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Bournemouth,West Ham,Y*,GK,90.0,0.0,0.0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,1,0,32,44,72.7,0,27,0,0,0,Match Report,Neto,2023-24,,,,,,,,,D,1–1,1,1,0.0,1.0,1
1522,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Bournemouth,Liverpool,Y*,GK,90.0,0.0,0.0,0,0,0,0,1,0,33,0,0,0,0.0,0.0,0.0,0,0,17,25,68.0,0,10,0,1,1,Match Report,Neto,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,2
1523,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Bournemouth,Tottenham,Y*,GK,90.0,0.0,0.0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,24,41,58.5,0,25,0,0,0,Match Report,Neto,2023-24,,,,,,,,,L,0–2,0,2,0.0,1.0,3
1525,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Bournemouth,Brentford,Y*,GK,90.0,0.0,0.0,0,0,0,0,1,0,37,0,0,0,0.0,0.0,0.0,0,0,15,34,44.1,0,18,0,0,0,Match Report,Neto,2023-24,,,,,,,,,D,2–2,2,2,0.0,0.0,4
1526,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Newcastle Utd,Aston Villa,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,17,23,73.9,0,14,0,0,0,Match Report,Nick-Pope,2023-24,,,,,,,,,W,5–1,5,1,0.0,1.0,1
1527,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Newcastle Utd,Manchester City,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,25,28,89.3,0,17,0,0,0,Match Report,Nick-Pope,2023-24,,,,,,,,,L,0–1,0,1,0.0,0.0,2
1528,2,2023-08-27,Sun,Premier League,Matchweek 3,Home,Newcastle Utd,Liverpool,Y,GK,90.0,0.0,0.0,0,0,1,0,0,0,36,0,0,0,0.0,0.0,0.0,1,0,24,31,77.4,0,20,0,0,0,Match Report,Nick-Pope,2023-24,,,,,,,,,L,1–2,1,2,0.0,1.0,3
1529,3,2023-09-02,Sat,Premier League,Matchweek 4,Away,Newcastle Utd,Brighton,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,24,29,82.8,0,17,0,0,0,Match Report,Nick-Pope,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,4
1530,0,2023-08-13,Sun,Premier League,Matchweek 1,Home,Chelsea,Liverpool,Y,FW,90.0,0.0,0.0,0,0,4,2,1,0,33.0,0.0,0,1.0,0.5,0.5,0.0,0.0,0.0,17.0,21.0,81.0,0.0,24.0,5.0,3.0,2.0,Match Report,Nicolas-Jackson,2023-24,,,,,,,,,D,1–1,1,1,0.0,1.0,1
1531,1,2023-08-20,Sun,Premier League,Matchweek 2,Away,Chelsea,West Ham,Y,FW,90.0,0.0,0.0,0,0,2,0,1,0,42.0,3.0,0,2.0,0.8,0.8,0.0,2.0,0.0,21.0,31.0,67.7,1.0,22.0,2.0,3.0,1.0,Match Report,Nicolas-Jackson,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,2
1532,2,2023-08-25,Fri,Premier League,Matchweek 3,Home,Chelsea,Luton Town,Y,FW,82.0,1.0,0.0,0,0,5,3,0,0,41.0,1.0,1,1.0,0.7,0.7,0.3,7.0,0.0,20.0,23.0,87.0,2.0,26.0,5.0,2.0,2.0,Match Report,Nicolas-Jackson,2023-24,,,,,,,,,W,3–0,3,0,1.0,1.0,3
1534,4,2023-09-02,Sat,Premier League,Matchweek 4,Home,Chelsea,Nott'ham Forest,Y,FW,90.0,0.0,0.0,0,0,4,0,1,0,45.0,0.0,0,0.0,1.0,1.0,0.0,7.0,0.0,22.0,26.0,84.6,5.0,36.0,4.0,6.0,5.0,Match Report,Nicolas-Jackson,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,4
1536,1,2023-08-27,Sun,Premier League,Matchweek 3,Away,Aston Villa,Burnley,N,AM,18.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.2,0.2,0.0,2.0,0.0,8.0,9.0,88.9,1.0,10.0,1.0,1.0,0.0,Match Report,Nicolo-Zaniolo,2023-24,,,,,,,,,W,3–1,3,1,0.0,0.0,3
1537,3,2023-09-03,Sun,Premier League,Matchweek 4,Away,Aston Villa,Liverpool,N,RM,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,8.0,75.0,2.0,9.0,3.0,1.0,1.0,Match Report,Nicolo-Zaniolo,2023-24,,,,,,,,,L,0–3,0,3,0.0,0.0,4
1538,0,2023-08-13,Sun,Premier League,Matchweek 1,Home,Chelsea,Liverpool,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Noni-Madueke,2023-24,,,,,,,,,D,1–1,1,1,0.0,1.0,1
1539,1,2023-08-20,Sun,Premier League,Matchweek 2,Away,Chelsea,West Ham,N,"WB,FW",16.0,0.0,0.0,0,0,1,1,0,0,15,0,0,0,0.1,0.1,0.0,1,0,9,12,75.0,0,12,2,1,0,Match Report,Noni-Madueke,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,2
1540,2,2023-08-25,Fri,Premier League,Matchweek 3,Home,Chelsea,Luton Town,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Noni-Madueke,2023-24,,,,,,,,,W,3–0,3,0,1.0,1.0,3
